pwsid,pwsname,fips,location_state_name,location_state_abbrev,primacytype,primacyagency,eparegion,primarysource,populationservedcount,serviceconnectionscount,pwstype
"WI6420294","CASHTON WATERWORKS",55081,"Wisconsin","WI","State","Wisconsin","Region 5","Ground water",1120,528,"Community water system"
"WI6420296","NORWALK WATERWORKS",55081,"Wisconsin","WI","State","Wisconsin","Region 5","Ground water",653,230,"Community water system"
"WI6420297","SPARTA WATERWORKS",55081,"Wisconsin","WI","State","Wisconsin","Region 5","Ground water",9522,3112,"Community water system"
"WI6420302","FORT MCCOY NORTH POST",55081,"Wisconsin","WI","State","Wisconsin","Region 5","Ground water",10000,3703,"Community water system"
"WI6420306","WILTON WATERWORKS",55081,"Wisconsin","WI","State","Wisconsin","Region 5","Ground water",503,263,"Community water system"
"WI6470107","DURAND WATERWORKS",55091,"Wisconsin","WI","State","Wisconsin","Region 5","Ground water",1968,890,"Community water system"
"WI6470141","PEPIN WATERWORKS",55091,"Wisconsin","WI","State","Wisconsin","Region 5","Ground water",940,380,"Community water system"
"WI6480239","ELLSWORTH WATERWORKS",55093,"Wisconsin","WI","State","Wisconsin","Region 5","Ground water",3304,1223,"Community water system"
"WI6480243","PRESCOTT WATERWORKS",55093,"Wisconsin","WI","State","Wisconsin","Region 5","Ground water",4258,1054,"Community water system"
"WI6480246","RIVER FALLS WATERWORKS",55093,"Wisconsin","WI","State","Wisconsin","Region 5","Ground water",14477,3088,"Community water system"
"WI6480249","SPRING VALLEY WATERWORKS",55093,"Wisconsin","WI","State","Wisconsin","Region 5","Ground water",1358,421,"Community water system"
"WI6480250","ELMWOOD WATERWORKS",55093,"Wisconsin","WI","State","Wisconsin","Region 5","Ground water",815,373,"Community water system"
"WI6490328","AMERY WATERWORKS",55095,"Wisconsin","WI","State","Wisconsin","Region 5","Ground water",2962,1097,"Community water system"
"WI6490330","BALSAM LAKE WATERWORKS",55095,"Wisconsin","WI","State","Wisconsin","Region 5","Ground water",1031,381,"Community water system"
"WI6490332","CENTURIA WATERWORKS",55095,"Wisconsin","WI","State","Wisconsin","Region 5","Ground water",900,333,"Community water system"
"WI6490334","CLAYTON WATERWORKS",55095,"Wisconsin","WI","State","Wisconsin","Region 5","Ground water",765,283,"Community water system"
"WI6490335","CLEAR LAKE WATERWORKS",55095,"Wisconsin","WI","State","Wisconsin","Region 5","Ground water",1061,392,"Community water system"
"WI6490336","DRESSER WATERWORKS",55095,"Wisconsin","WI","State","Wisconsin","Region 5","Ground water",875,324,"Community water system"
"WI6490337","FREDERIC WATERWORKS",55095,"Wisconsin","WI","State","Wisconsin","Region 5","Ground water",1241,459,"Community water system"
"WI6490338","LUCK WATERWORKS",55095,"Wisconsin","WI","State","Wisconsin","Region 5","Ground water",1150,425,"Community water system"
"WI6490339","MILLTOWN WATERWORKS",55095,"Wisconsin","WI","State","Wisconsin","Region 5","Ground water",915,338,"Community water system"
"WI6490341","OSCEOLA WATERWORKS",55095,"Wisconsin","WI","State","Wisconsin","Region 5","Ground water",2680,992,"Community water system"
"WI6490343","ST CROIX FALLS WATERWORKS",55095,"Wisconsin","WI","State","Wisconsin","Region 5","Ground water",2079,770,"Community water system"
"WI6560087","HUDSON WATERWORKS",55109,"Wisconsin","WI","State","Wisconsin","Region 5","Ground water",16416,6080,"Community water system"
"WI6560119","BALDWIN WATERWORKS",55109,"Wisconsin","WI","State","Wisconsin","Region 5","Ground water",3301,1276,"Community water system"
"WI6560120","GLENWOOD CITY WATERWORKS",55109,"Wisconsin","WI","State","Wisconsin","Region 5","Ground water",1102,375,"Community water system"
"WI6560121","HAMMOND WATERWORKS",55109,"Wisconsin","WI","State","Wisconsin","Region 5","Ground water",1614,705,"Community water system"
"WI6560126","NEW RICHMOND WATERWORKS",55109,"Wisconsin","WI","State","Wisconsin","Region 5","Ground water",8616,2228,"Community water system"
"WI6560134","ROBERTS WATERWORKS",55109,"Wisconsin","WI","State","Wisconsin","Region 5","Ground water",1651,391,"Community water system"
"WI6560137","SOMERSET WATERWORKS",55109,"Wisconsin","WI","State","Wisconsin","Region 5","Ground water",2646,856,"Community water system"
"WI6560138","WOODVILLE WATERWORKS",55109,"Wisconsin","WI","State","Wisconsin","Region 5","Ground water",1318,398,"Community water system"
"WI6560141","STAR PRAIRIE WATERWORKS",55109,"Wisconsin","WI","State","Wisconsin","Region 5","Ground water",644,219,"Community water system"
"WI6620270","ELEVA WATERWORKS",55121,"Wisconsin","WI","State","Wisconsin","Region 5","Ground water",635,278,"Community water system"
"WI6620271","GALESVILLE WATERWORKS",55121,"Wisconsin","WI","State","Wisconsin","Region 5","Ground water",1496,655,"Community water system"
"WI6620273","ETTRICK WATERWORKS",55121,"Wisconsin","WI","State","Wisconsin","Region 5","Ground water",536,228,"Community water system"
"WI6620274","BLAIR WATERWORKS",55121,"Wisconsin","WI","State","Wisconsin","Region 5","Ground water",1303,520,"Community water system"
"WI6620275","WHITEHALL WATERWORKS",55121,"Wisconsin","WI","State","Wisconsin","Region 5","Ground water",1820,700,"Community water system"
"WI6620276","INDEPENDENCE WATERWORKS",55121,"Wisconsin","WI","State","Wisconsin","Region 5","Ground water",1244,562,"Community water system"
"WI6620319","ARCADIA WATERWORKS",55121,"Wisconsin","WI","State","Wisconsin","Region 5","Ground water",2900,1089,"Community water system"
"WI6620328","OSSEO WATERWORKS",55121,"Wisconsin","WI","State","Wisconsin","Region 5","Ground water",1701,926,"Community water system"
"WI6620331","STRUM WATERWORKS",55121,"Wisconsin","WI","State","Wisconsin","Region 5","Ground water",1100,538,"Community water system"
"WI6620332","TREMPEALEAU WATERWORKS",55121,"Wisconsin","WI","State","Wisconsin","Region 5","Ground water",1616,729,"Community water system"
"WI6630252","COON VALLEY WATERWORKS",55123,"Wisconsin","WI","State","Wisconsin","Region 5","Ground water",765,340,"Community water system"
"WI6630257","HILLSBORO WATERWORKS",55123,"Wisconsin","WI","State","Wisconsin","Region 5","Ground water",1325,661,"Community water system"
"WI6630258","LA FARGE WATERWORKS",55123,"Wisconsin","WI","State","Wisconsin","Region 5","Ground water",780,360,"Community water system"
"WI6630259","ONTARIO WATERWORKS",55123,"Wisconsin","WI","State","Wisconsin","Region 5","Ground water",554,241,"Community water system"
"WI6630262","STODDARD WATERWORKS",55123,"Wisconsin","WI","State","Wisconsin","Region 5","Ground water",793,325,"Community water system"
"WI6630263","VIROQUA WATERWORKS",55123,"Wisconsin","WI","State","Wisconsin","Region 5","Ground water",4362,1615,"Community water system"
"WI6630267","WESTBY WATERWORKS",55123,"Wisconsin","WI","State","Wisconsin","Region 5","Ground water",2228,905,"Community water system"
"WI6630269","VIOLA WATERWORKS",55103,"Wisconsin","WI","State","Wisconsin","Region 5","Ground water",667,381,"Community water system"
"WI7010105","FEDERAL CORRECTIONAL INSTITUTION",55001,"Wisconsin","WI","State","Wisconsin","Region 5","Ground water",1550,1,"Community water system"
"WI7010107","ADAMS WATERWORKS",55001,"Wisconsin","WI","State","Wisconsin","Region 5","Ground water",1847,805,"Community water system"
"WI7010108","ROME WATER UTILITY",55001,"Wisconsin","WI","State","Wisconsin","Region 5","Ground water",2775,1150,"Community water system"
"WI7010110","FRIENDSHIP WATERWORKS",55001,"Wisconsin","WI","State","Wisconsin","Region 5","Ground water purchased",781,335,"Community water system"
"WI7210107","CRANDON WATERWORKS",55041,"Wisconsin","WI","State","Wisconsin","Region 5","Ground water",1958,800,"Community water system"
"WI7210108","LAONA SANITARY DIST",55041,"Wisconsin","WI","State","Wisconsin","Region 5","Ground water",950,442,"Community water system"
"WI7210110","WABENO SANITARY DIST 1",55041,"Wisconsin","WI","State","Wisconsin","Region 5","Ground water",750,330,"Community water system"
"WI7290121","CAMP DOUGLAS WATERWORKS",55057,"Wisconsin","WI","State","Wisconsin","Region 5","Ground water",640,227,"Community water system"
"WI7290122","ELROY WATERWORKS",55057,"Wisconsin","WI","State","Wisconsin","Region 5","Ground water",1442,647,"Community water system"
"WI7290129","MAUSTON WATERWORKS",55057,"Wisconsin","WI","State","Wisconsin","Region 5","Ground water",4316,1646,"Community water system"
"WI7290130","NECEDAH WATERWORKS",55057,"Wisconsin","WI","State","Wisconsin","Region 5","Ground water",844,385,"Community water system"
"WI7290132","NEW LISBON WATERWORKS",55057,"Wisconsin","WI","State","Wisconsin","Region 5","Ground water",2466,547,"Community water system"
"WI7290137","WONEWOC WATERWORKS",55057,"Wisconsin","WI","State","Wisconsin","Region 5","Ground water",834,393,"Community water system"
"WI7340086","ANTIGO WATERWORKS",55067,"Wisconsin","WI","State","Wisconsin","Region 5","Ground water",8710,3895,"Community water system"
"WI7350121","LINCOLN HILLS SCHOOL",55069,"Wisconsin","WI","State","Wisconsin","Region 5","Ground water",520,192,"Community water system"
"WI7350123","MERRILL WATERWORKS",55069,"Wisconsin","WI","State","Wisconsin","Region 5","Ground water",9661,4096,"Community water system"
"WI7350127","TOMAHAWK WATERWORKS",55069,"Wisconsin","WI","State","Wisconsin","Region 5","Ground water",3770,1500,"Community water system"
"WI7370102","WAUSAU WATERWORKS",55073,"Wisconsin","WI","State","Wisconsin","Region 5","Ground water",39106,15643,"Community water system"
"WI7370108","SPENCER WATERWORKS",55073,"Wisconsin","WI","State","Wisconsin","Region 5","Ground water",1941,815,"Community water system"
"WI7370148","ABBOTSFORD WATERWORKS",55073,"Wisconsin","WI","State","Wisconsin","Region 5","Ground water",1956,918,"Community water system"
"WI7370149","ATHENS WATERWORKS",55073,"Wisconsin","WI","State","Wisconsin","Region 5","Ground water",1102,436,"Community water system"
"WI7370150","EDGAR WATERWORKS",55073,"Wisconsin","WI","State","Wisconsin","Region 5","Ground water",1491,502,"Community water system"
"WI7370151","MARATHON CITY WATERWORKS",55073,"Wisconsin","WI","State","Wisconsin","Region 5","Ground water",1695,602,"Community water system"
"WI7370159","MOSINEE WATERWORKS",55073,"Wisconsin","WI","State","Wisconsin","Region 5","Ground water",4134,1783,"Community water system"
"WI7370161","ROTHSCHILD WATERWORKS",55073,"Wisconsin","WI","State","Wisconsin","Region 5","Ground water",3190,1430,"Community water system"
"WI7370162","SCHOFIELD WATERWORKS",55073,"Wisconsin","WI","State","Wisconsin","Region 5","Ground water",2117,1152,"Community water system"
"WI7370163","WESTON MUNICIPAL UTILITIES",55073,"Wisconsin","WI","State","Wisconsin","Region 5","Ground water",15045,5333,"Community water system"
"WI7370168","STRATFORD WATERWORKS",55073,"Wisconsin","WI","State","Wisconsin","Region 5","Ground water",1651,594,"Community water system"
"WI7370169","COLBY WATERWORKS",55019,"Wisconsin","WI","State","Wisconsin","Region 5","Ground water",1751,700,"Community water system"
"WI7370660","RIB MOUNTAIN SANITARY DIST",55073,"Wisconsin","WI","State","Wisconsin","Region 5","Ground water",5850,2416,"Community water system"
"WI7371700","KRONENWETTER WATER & SEWER UTILITY",55073,"Wisconsin","WI","State","Wisconsin","Region 5","Ground water",6080,1792,"Community water system"
"WI7440116","LAKELAND SANITARY DIST 1",55085,"Wisconsin","WI","State","Wisconsin","Region 5","Ground water",2381,1135,"Community water system"
"WI7440126","RHINELANDER WATER & WASTEWATER",55085,"Wisconsin","WI","State","Wisconsin","Region 5","Ground water",7427,3553,"Community water system"
"WI7440129","THREE LAKES SANITARY DISTRICT",55085,"Wisconsin","WI","State","Wisconsin","Region 5","Ground water",500,283,"Community water system"
"WI7500094","AMHERST WATERWORKS",55097,"Wisconsin","WI","State","Wisconsin","Region 5","Ground water",1058,536,"Community water system"
"WI7500136","WHITING WATERWORKS",55097,"Wisconsin","WI","State","Wisconsin","Region 5","Ground water",1743,687,"Community water system"
"WI7500141","STEVENS POINT WATERWORKS",55097,"Wisconsin","WI","State","Wisconsin","Region 5","Ground water",24551,9167,"Community water system"
"WI7500726","PLOVER WATERWORKS",55097,"Wisconsin","WI","State","Wisconsin","Region 5","Ground water",12420,4052,"Community water system"
"WI7640113","EAGLE RIVER WATERWORKS",55125,"Wisconsin","WI","State","Wisconsin","Region 5","Ground water",1398,1016,"Community water system"
"WI7640114","PHELPS SANITARY DISTRICT",55125,"Wisconsin","WI","State","Wisconsin","Region 5","Ground water",550,217,"Community water system"
"WI7720108","WIS RAPIDS WATER WORKS & LIGHTING COMM",55141,"Wisconsin","WI","State","Wisconsin","Region 5","Ground water",20000,7919,"Community water system"
"WI7720112","PITTSVILLE WATERWORKS",55141,"Wisconsin","WI","State","Wisconsin","Region 5","Ground water",838,357,"Community water system"
"WI7720113","PORT EDWARDS WATERWORKS",55141,"Wisconsin","WI","State","Wisconsin","Region 5","Ground water",1866,845,"Community water system"
"WI7720134","VESPER WATERWORKS",55141,"Wisconsin","WI","State","Wisconsin","Region 5","Ground water",641,250,"Community water system"
"WI7720165","MARSHFIELD UTILITIES",55141,"Wisconsin","WI","State","Wisconsin","Region 5","Ground water",18708,7999,"Community water system"
"WI7720169","NEKOOSA WATERWORKS",55141,"Wisconsin","WI","State","Wisconsin","Region 5","Ground water",2557,1035,"Community water system"
"WI7720171","BIRON WATER UTILITY",55141,"Wisconsin","WI","State","Wisconsin","Region 5","Ground water",879,365,"Community water system"
"WI8020373","ASHLAND WATER UTILITY",55003,"Wisconsin","WI","State","Wisconsin","Region 5","Surface water",9115,3067,"Community water system"
"WI8020376","GLIDDEN SANITARY DISTRICT",55003,"Wisconsin","WI","State","Wisconsin","Region 5","Ground water",750,306,"Community water system"
"WI8020378","MELLEN WATER UTILITY",55003,"Wisconsin","WI","State","Wisconsin","Region 5","Ground water",719,397,"Community water system"
"WI8040131","IRON RIVER SANITARY DISTRICT",55007,"Wisconsin","WI","State","Wisconsin","Region 5","Ground water",600,222,"Community water system"
"WI8040132","WASHBURN WATERWORKS",55007,"Wisconsin","WI","State","Wisconsin","Region 5","Ground water",2280,844,"Community water system"
"WI8070310","GRANTSBURG WATERWORKS",55013,"Wisconsin","WI","State","Wisconsin","Region 5","Ground water",1460,540,"Community water system"
"WI8070311","SIREN WATERWORKS",55013,"Wisconsin","WI","State","Wisconsin","Region 5","Ground water",941,348,"Community water system"
"WI8070312","WEBSTER WATERWORKS",55013,"Wisconsin","WI","State","Wisconsin","Region 5","Ground water",652,241,"Community water system"
"WI8160147","SUPERIOR WATER LIGHT & POWER COMPANY",27137,"Minnesota","MN","State","Wisconsin","Region 5","Surface water",29571,10952,"Community water system"
"WI8260116","HURLEY WATERWORKS",55051,"Wisconsin","WI","State","Wisconsin","Region 5","Ground water purchased",1515,950,"Community water system"
"WI8260120","MERCER SANITARY DISTRICT",55051,"Wisconsin","WI","State","Wisconsin","Region 5","Ground water",760,384,"Community water system"
"WI8260121","MONTREAL WATERWORKS",55051,"Wisconsin","WI","State","Wisconsin","Region 5","Ground water",887,190,"Community water system"
"WI8510130","PARK FALLS WATERWORKS",55099,"Wisconsin","WI","State","Wisconsin","Region 5","Ground water",2993,1200,"Community water system"
"WI8510131","PHILLIPS WATERWORKS",55099,"Wisconsin","WI","State","Wisconsin","Region 5","Ground water",1675,813,"Community water system"
"WI8510132","PRENTICE WATERWORKS",55099,"Wisconsin","WI","State","Wisconsin","Region 5","Ground water",660,350,"Community water system"
"WI8550127","BRUCE WATERWORKS",55107,"Wisconsin","WI","State","Wisconsin","Region 5","Ground water",766,283,"Community water system"
"WI8550131","LADYSMITH WATERWORKS",55107,"Wisconsin","WI","State","Wisconsin","Region 5","Ground water",3618,1340,"Community water system"
"WI8580532","HAYWARD WATER UTILITY",55113,"Wisconsin","WI","State","Wisconsin","Region 5","Ground water",2340,866,"Community water system"
"WI8610125","MEDFORD WATERWORKS",55119,"Wisconsin","WI","State","Wisconsin","Region 5","Ground water",4318,1829,"Community water system"
"WI8610126","RIB LAKE WATERWORKS",55119,"Wisconsin","WI","State","Wisconsin","Region 5","Ground water",945,387,"Community water system"
